SALETYPE,SOLDDATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIPCODE,PRICE,BEDS,BATHS,SQFT,LOTSIZE,YEARBUILT,DAYSONMARKET,PPSQFT,HOA,URL,LATITUDE,LONGITUDE
PAST SALE,January-16-2020,Single Family Residential,3836 Belvidere Ave SW,Seattle,WA,98126,516000,2,1,720,5175,1943,125,717,,http://www.redfin.com/WA/Seattle/3836-Belvidere-Ave-SW-98126/home/329311,47.5687479,-122.3797962
PAST SALE,July-15-2019,Single Family Residential,4205 S Kenny St,Seattle,WA,98118,395000,2,1,500,4725,1929,310,790,,http://www.redfin.com/WA/Seattle/4205-S-Kenny-St-98118/home/172847,47.548769,-122.2804299
PAST SALE,April-3-2020,Single Family Residential,4408 SW Graham St,Seattle,WA,98136,595000,2,1,640,4000,1918,47,930,,http://www.redfin.com/WA/Seattle/4408-SW-Graham-St-98136/home/154095,47.5469148,-122.3892202
PAST SALE,March-20-2020,Single Family Residential,12624 70th Ave S,Seattle,WA,98178,397000,2,1,710,6960,1943,61,559,,http://www.redfin.com/WA/Seattle/12624-70th-Ave-S-98178/home/196671,47.4886082,-122.2464022
PAST SALE,September-19-2019,Single Family Residential,617 23rd Ave E,Seattle,WA,98112,505000,1,1,690,3200,1910,244,732,,http://www.redfin.com/WA/Seattle/617-23rd-Ave-E-98112/home/144404,47.624985,-122.3027029
PAST SALE,September-4-2019,Single Family Residential,8157 10th Ave SW,Seattle,WA,98106,390000,2,1,670,7140,1923,259,582,,http://www.redfin.com/WA/Seattle/8157-10th-Ave-SW-98106/home/476297,47.5284724,-122.3483327
PAST SALE,October-31-2019,Single Family Residential,4441 46th Ave SW,Seattle,WA,98116,549000,2,1,750,5650,1926,202,732,,http://www.redfin.com/WA/Seattle/4441-46th-Ave-SW-98116/home/329857,47.563511,-122.3912279
PAST SALE,April-7-2020,Single Family Residential,9238 21st Ave SW,Seattle,WA,98106,510000,2,1,620,5080,1941,43,823,,http://www.redfin.com/WA/Seattle/9238-21st-Ave-SW-98106/home/472465,47.519898,-122.360247
PAST SALE,May-20-2020,Single Family Residential,9261 30th Ave SW,Seattle,WA,98126,450000,2,1,730,5000,1951,1,616,,http://www.redfin.com/WA/Seattle/9261-30th-Ave-SW-98126/home/473453,47.5193095,-122.3716156
PAST SALE,May-8-2020,Single Family Residential,9305 31st Ave SW,Seattle,WA,98126,441500,2,1,700,5000,1951,12,631,,http://www.redfin.com/WA/Seattle/9305-31st-Ave-SW-98126/home/472248,47.5190103,-122.3726591
PAST SALE,June-14-2019,Single Family Residential,9014 24th Ave SW,Seattle,WA,98106,630000,0,,660,7440,1926,341,955,,http://www.redfin.com/WA/Seattle/9014-24th-Ave-SW-98106/home/472827,47.5223312,-122.3628264
PAST SALE,November-27-2019,Single Family Residential,700 26th Ave,Seattle,WA,98122,320000,1,1,540,1361,1926,175,593,188,http://www.redfin.com/WA/Seattle/700-26th-Ave-98122/home/40080043,47.608236,-122.29863
PAST SALE,July-16-2019,Single Family Residential,9907 32nd Ave SW,Seattle,WA,98126,399500,2,1,710,6300,1942,309,563,,http://www.redfin.com/WA/Seattle/9907-32nd-Ave-SW-98126/home/154812,47.5143901,-122.3734002
PAST SALE,September-20-2019,Single Family Residential,10645 3RD Ave SW,Seattle,WA,98146,270000,2,1.5,670,6120,1942,243,403,,http://www.redfin.com/WA/Seattle/10645-3rd-Ave-SW-98146/home/181674,47.5073079,-122.338324
PAST SALE,January-30-2020,Single Family Residential,7002 S 116th St,Seattle,WA,98178,215000,2,1,670,6000,1944,111,321,,http://www.redfin.com/WA/Seattle/7002-S-116th-St-98178/home/197896,47.49919,-122.247367
PAST SALE,December-17-2019,Single Family Residential,827 NE 98th St,Seattle,WA,98115,439500,1,1,600,5425,1928,155,733,,http://www.redfin.com/WA/Seattle/827-NE-98th-St-98115/home/109740,47.70012,-122.319183
PAST SALE,February-14-2020,Single Family Residential,4108 Palatine Ave N,Seattle,WA,98103,675000,1,1,740,5060,1922,96,912,,http://www.redfin.com/WA/Seattle/4108-Palatine-Ave-N-98103/home/303378,47.6567557,-122.3560692
PAST SALE,May-15-2020,Single Family Residential,9227 18th Ave SW,Seattle,WA,98106,410000,2,1,620,5310,1941,5,661,,http://www.redfin.com/WA/Seattle/9227-18th-Ave-SW-98106/home/473840,47.5202138,-122.3581749
PAST SALE,April-15-2020,Single Family Residential,9911 31st Ave SW,Seattle,WA,98126,435000,2,1,740,6375,1942,35,588,,http://www.redfin.com/WA/Seattle/9911-31st-Ave-SW-98126/home/154870,47.5142562,-122.372171
PAST SALE,May-6-2020,Single Family Residential,9723 31st Ave SW,Seattle,WA,98126,391000,2,1,670,7888,1942,14,584,,http://www.redfin.com/WA/Seattle/9723-31st-Ave-SW-98126/home/155868,47.5158731,-122.3724337
PAST SALE,April-13-2020,Single Family Residential,4610 1st Ave NW,Seattle,WA,98107,465000,1,1,710,2400,1916,37,655,,http://www.redfin.com/WA/Seattle/4610-1st-Ave-NW-98107/home/302670,47.6627544,-122.3575244
PAST SALE,November-7-2019,Single Family Residential,11216 59th Ave S,Seattle,WA,98178,254000,0,,630,8375,1920,195,403,,http://www.redfin.com/WA/Seattle/11216-59th-Ave-S-98178/home/196312,47.4997276,-122.2593076
PAST SALE,October-10-2019,Single Family Residential,4146 SW Orchard St,Seattle,WA,98136,220000,1,1,730,10656,1918,223,301,,http://www.redfin.com/WA/Seattle/4146-SW-Orchard-St-98136/home/468886,47.5391529,-122.3853921
PAST SALE,May-31-2019,Single Family Residential,4736 50th Ave SW,Seattle,WA,98116,555000,2,1,720,7095,1946,355,771,,http://www.redfin.com/WA/Seattle/4736-50th-Ave-SW-98116/home/152397,47.5600389,-122.3959875
PAST SALE,June-14-2019,Single Family Residential,9033 11th Ave SW,Seattle,WA,98106,399000,2,1,750,5080,1942,341,532,,http://www.redfin.com/WA/Seattle/9033-11th-Ave-SW-98106/home/476365,47.5217762,-122.3495336
PAST SALE,March-13-2020,Single Family Residential,4101 SW Orchard St,Seattle,WA,98136,305000,2,1,720,7510,1940,68,424,,http://www.redfin.com/WA/Seattle/4101-SW-Orchard-St-98136/home/468496,47.53853,-122.383527
PAST SALE,October-30-2019,Single Family Residential,5957 46th Ave SW,Seattle,WA,98136,540000,2,1,700,4000,1943,203,771,,http://www.redfin.com/WA/Seattle/5957-46th-Ave-SW-98136/home/153664,47.5487193,-122.391463
PAST SALE,January-31-2020,Single Family Residential,3550 SW 98th St,Seattle,WA,98126,310000,1,1,660,3680,1939,110,470,,http://www.redfin.com/WA/Seattle/3550-SW-98th-St-98126/home/155212,47.5157961,-122.3788076
PAST SALE,January-8-2020,Single Family Residential,4037 20th Ave SW,Seattle,WA,98106,505000,2,1,680,5200,1916,133,743,,http://www.redfin.com/WA/Seattle/4037-20th-Ave-SW-98106/home/160644,47.5672499,-122.3593734
PAST SALE,May-30-2019,Single Family Residential,9234 34th Ave SW,Seattle,WA,98126,454500,2,1,730,4950,1950,356,623,,http://www.redfin.com/WA/Seattle/9234-34th-Ave-SW-98126/home/472823,47.5200495,-122.3751419
PAST SALE,December-3-2019,Single Family Residential,9232 39th Ave S,Seattle,WA,98118,425000,2,1,720,4000,1947,169,590,,http://www.redfin.com/WA/Seattle/9232-39th-Ave-S-98118/home/480520,47.520558,-122.283376
PAST SALE,January-10-2020,Single Family Residential,9911 Myers Way S,Seattle,WA,98108,250000,2,1,600,12920,1930,131,417,,http://www.redfin.com/WA/Seattle/9911-Myers-Way-S-98168/home/183205,47.5142034,-122.330712
PAST SALE,May-1-2020,Single Family Residential,3125 Fairview Ave E,Seattle,WA,98102,1800000,1,1,644,12269,2009,19,2795,,http://www.redfin.com/WA/Seattle/3125-Fairview-Ave-E-98102/home/2065696,47.6500404,-122.3243627
PAST SALE,July-31-2019,Single Family Residential,10920 26th Ave SW,Seattle,WA,98146,345000,1,1,700,11470,1929,294,493,,http://www.redfin.com/WA/Seattle/10920-26th-Ave-SW-98146/home/179838,47.5049715,-122.3655014
PAST SALE,February-21-2020,Single Family Residential,3843 17th Ave SW,Seattle,WA,98106,342500,1,1,740,2500,1914,89,463,,http://www.redfin.com/WA/Seattle/3843-17th-Ave-SW-98106/home/160266,47.5688615,-122.3562584
PAST SALE,September-30-2019,Single Family Residential,7516 13th Ave SW,Seattle,WA,98106,375000,1,1,470,4000,1918,233,798,,http://www.redfin.com/WA/Seattle/7516-13th-Ave-SW-98106/home/161147,47.5348968,-122.3512826
PAST SALE,August-20-2019,Single Family Residential,10043 62 Ave S,Seattle,WA,98178,290000,2,1,740,5650,1947,274,392,,http://www.redfin.com/WA/Seattle/10043-62nd-Ave-S-98178/home/176851,47.5104299,-122.2563158
PAST SALE,June-17-2019,Single Family Residential,8416 B Island Dr S,Seattle,WA,98118,475000,0,0.75,400,2385,1948,338,1188,,http://www.redfin.com/WA/Seattle/8416-Island-Dr-S-98118/home/489736,47.5283117,-122.2607948
PAST SALE,July-23-2019,Single Family Residential,342 NW 89th St,Seattle,WA,98117,570000,2,1,650,4800,1910,302,877,,http://www.redfin.com/WA/Seattle/342-NW-89th-St-98117/home/100218,47.6936973,-122.3625044
PAST SALE,October-16-2019,Single Family Residential,9429 Haraden Pl S,Seattle,WA,98118,250000,2,1,640,5930,1934,217,391,,http://www.redfin.com/WA/Seattle/9429-Carkeek-Dr-S-98118/home/480441,47.5174008,-122.282865
PAST SALE,June-14-2019,Single Family Residential,10302 Fischer Pl NE,Seattle,WA,98125,427000,1,0.75,500,7500,1946,341,854,,http://www.redfin.com/WA/Seattle/10302-Fischer-Pl-NE-98125/home/110925,47.7030433,-122.299647
PAST SALE,December-10-2019,Single Family Residential,1132 NW 62nd St,Seattle,WA,98107,700000,2,1,750,5000,1903,162,933,,http://www.redfin.com/WA/Seattle/1132-NW-62nd-St-98107/home/494115,47.6739853,-122.3727884
PAST SALE,December-4-2019,Single Family Residential,7778 Highland Park Way SW,Seattle,WA,98106,350000,2,1,630,4920,1920,168,556,,http://www.redfin.com/WA/Seattle/7778-Highland-Park-Way-SW-98106/home/475178,47.5324192,-122.346393
PAST SALE,December-12-2019,Single Family Residential,7337 23rd Ave NE,Seattle,WA,98115,460000,2,1,580,4635,1948,160,793,,http://www.redfin.com/WA/Seattle/7337-23rd-Ave-NE-98115/home/311280,47.6823493,-122.303223
PAST SALE,December-24-2019,Single Family Residential,1622 14th Ave,Seattle,WA,98122,523000,1,1,700,1279,2008,148,747,,http://www.redfin.com/WA/Seattle/1622-14th-Ave-98122/home/18704113,47.6160278,-122.3141264
PAST SALE,February-25-2020,Single Family Residential,9643 24th Ave SW,Seattle,WA,98106,369950,2,1,700,6000,1952,85,529,,http://www.redfin.com/WA/Seattle/9643-24th-Ave-SW-98106/home/180090,47.5159995,-122.3634979
PAST SALE,April-7-2020,Single Family Residential,10754 17th Ave SW,Seattle,WA,98146,420000,2,1,720,8382,1920,43,583,,http://www.redfin.com/WA/Seattle/10754-17th-Ave-SW-98146/home/179227,47.5055034,-122.3561332
PAST SALE,April-20-2020,Single Family Residential,2616 NW 65th St,Seattle,WA,98117,610000,1,1,630,2491,1903,30,968,,http://www.redfin.com/WA/Seattle/2616-NW-65th-St-98117/home/163737,47.6760514,-122.3904546
PAST SALE,May-6-2020,Single Family Residential,7201 S 126th St,Seattle,WA,98178,302500,2,1,700,7140,1943,14,432,,http://www.redfin.com/WA/Seattle/7201-S-126th-St-98178/home/195237,47.4897308,-122.2437463
PAST SALE,July-17-2019,Single Family Residential,1038 NE 117th St,Seattle,WA,98125,484500,2,1,730,6010,1942,308,664,,http://www.redfin.com/WA/Seattle/1038-NE-117th-St-98125/home/105794,47.7142132,-122.3167285
PAST SALE,May-24-2019,Single Family Residential,6218 6th Ave NW,Seattle,WA,98107,714000,2,1,740,5000,1906,362,965,,http://www.redfin.com/WA/Seattle/6218-6th-Ave-NW-98107/home/494023,47.6747804,-122.3637122
PAST SALE,October-9-2019,Single Family Residential,3715 S Andover St,Seattle,WA,98118,525000,1,1,730,3146,1911,224,719,,http://www.redfin.com/WA/Seattle/3715-S-Andover-St-98118/home/171702,47.5677774,-122.2854748
PAST SALE,November-13-2019,Single Family Residential,4606 50th Ave S,Seattle,WA,98118,309000,1,1,640,4800,1910,189,483,,http://www.redfin.com/WA/Seattle/4606-50th-Ave-S-98118/home/489508,47.5615011,-122.2703931
PAST SALE,August-16-2019,Single Family Residential,10512 55th Ave S,Seattle,WA,98178,370000,2,1,670,4000,1950,278,552,,http://www.redfin.com/WA/Seattle/10512-55th-Ave-S-98178/home/178997,47.5065878,-122.264429
PAST SALE,November-5-2019,Single Family Residential,8808 15th Ave SW,Seattle,WA,98106,400000,2,0.75,750,5550,1942,197,533,,http://www.redfin.com/WA/Seattle/8808-15th-Ave-SW-98106/home/475306,47.5243807,-122.3537132
PAST SALE,September-19-2019,Single Family Residential,12606 70th Ave S,Seattle,WA,98178,310000,2,1,710,6780,1943,244,437,,http://www.redfin.com/WA/Seattle/12606-70th-Ave-S-98178/home/195581,47.4890004,-122.2463084
PAST SALE,October-30-2019,Single Family Residential,7230 S 125th St,Seattle,WA,98178,300000,2,1,700,7250,1943,203,429,,http://www.redfin.com/WA/Seattle/7230-S-125th-St-98178/home/196487,47.4916454,-122.2430528
PAST SALE,December-24-2019,Single Family Residential,10023 68th Ave S,Seattle,WA,98178,155000,0,,460,5290,1950,148,337,,http://www.redfin.com/WA/Seattle/10023-68th-Ave-S-98178/home/177290,47.510958,-122.248696
PAST SALE,November-21-2019,Single Family Residential,5648 Fauntleroy Way SW,Seattle,WA,98136,475000,2,1.75,730,2335,1914,181,651,,http://www.redfin.com/WA/Seattle/5648-Fauntleroy-Way-SW-98136/home/471385,47.5505902,-122.3813764
PAST SALE,November-6-2019,Single Family Residential,12626 74th Ave S,Seattle,WA,98178,280000,2,1,710,8320,1943,196,394,,http://www.redfin.com/WA/Seattle/12626-74th-Ave-S-98178/home/196592,47.4899197,-122.2411073
PAST SALE,July-16-2019,Single Family Residential,3222 44th Ave SW,Seattle,WA,98116,465000,2,1,560,4180,1908,309,830,,http://www.redfin.com/WA/Seattle/3222-44th-Ave-SW-98116/home/330964,47.5749054,-122.3877277
PAST SALE,October-11-2019,Single Family Residential,8801 S 115th Pl,Seattle,WA,98178,332000,1,1,550,4088,1942,222,604,,http://www.redfin.com/WA/Seattle/8801-S-115th-Pl-98178/home/199285,47.4994308,-122.2217291
PAST SALE,July-5-2019,Single Family Residential,9040 13th Ave SW,Seattle,WA,98106,425000,2,1,750,4876,1942,320,567,,http://www.redfin.com/WA/Seattle/9040-13th-Ave-SW-98106/home/475357,47.5216267,-122.3513948
PAST SALE,July-29-2019,Single Family Residential,9043 51st Ave NE,Seattle,WA,98115,420000,1,1,550,6240,1933,296,764,,http://www.redfin.com/WA/Seattle/9043-51st-Ave-NE-98115/home/319830,47.6948892,-122.2733894
PAST SALE,July-11-2019,Single Family Residential,9349 31st Pl SW,Seattle,WA,98126,345000,2,1,700,5000,1951,314,493,,http://www.redfin.com/WA/Seattle/9349-31st-Pl-SW-98126/home/472543,47.5184265,-122.3736939
PAST SALE,May-22-2019,Single Family Residential,7911 17th Ave SW,Seattle,WA,98106,360000,2,1,730,5547,1943,364,493,,http://www.redfin.com/WA/Seattle/7911-17th-Ave-SW-98106/home/475542,47.5314679,-122.3566577
PAST SALE,June-19-2019,Single Family Residential,6838 25th Ave NE,Seattle,WA,98115,525000,3,1,730,5100,1950,336,719,,http://www.redfin.com/WA/Seattle/6838-25th-Ave-NE-98115/home/315683,47.6786987,-122.3004071
PAST SALE,August-22-2019,Single Family Residential,9029 11th Ave SW,Seattle,WA,98106,430000,2,1,750,5080,1942,272,573,,http://www.redfin.com/WA/Seattle/9029-11th-Ave-SW-98106/home/476362,47.5218976,-122.3495215
PAST SALE,September-24-2019,Single Family Residential,6512 Delridge Way SW,Seattle,WA,98106,325000,2,1,670,3750,1951,239,485,,http://www.redfin.com/WA/Seattle/6512-Delridge-Way-SW-98106/home/161597,47.5440579,-122.3609096
PAST SALE,April-29-2020,Single Family Residential,11012 56th Ave S,Seattle,WA,98178,449000,2,0.75,690,6660,1942,21,651,,http://www.redfin.com/WA/Seattle/11012-56th-Ave-S-98178/home/178986,47.5020895,-122.262116
PAST SALE,August-27-2019,Single Family Residential,7030 S 116th St,Seattle,WA,98178,282500,2,1,670,6000,1944,267,422,,http://www.redfin.com/WA/Seattle/7030-S-116th-St-98178/home/197897,47.4991637,-122.2458204
PAST SALE,June-28-2019,Single Family Residential,5920 44th Ave S,Seattle,WA,98118,365000,2,1,740,4472,1925,327,493,,http://www.redfin.com/WA/Seattle/5920-44th-Ave-S-98118/home/173198,47.5490863,-122.2778925
PAST SALE,December-23-2019,Single Family Residential,8137 34th Ave SW,Seattle,WA,98126,385000,2,1,620,4760,1941,149,621,,http://www.redfin.com/WA/Seattle/8137-34th-Ave-SW-98126/home/472011,47.5289892,-122.3755868
PAST SALE,July-3-2019,Single Family Residential,9208 14th Ave SW,Seattle,WA,98106,437000,2,1,720,5550,1946,322,607,,http://www.redfin.com/WA/Seattle/9208-14th-Ave-SW-98106/home/475639,47.5206739,-122.3525146
PAST SALE,May-31-2019,Single Family Residential,10344 Wallingford Ave N,Seattle,WA,98133,485000,2,1,680,9112,1947,355,713,,http://www.redfin.com/WA/Seattle/10344-Wallingford-Ave-N-98133/home/105539,47.7134429,-122.3428763
PAST SALE,May-28-2019,Single Family Residential,7902 11th Ave SW,Seattle,WA,98106,380000,1,1,620,2048,1942,358,613,,http://www.redfin.com/WA/Seattle/7902-11th-Ave-SW-98106/home/476343,47.5317784,-122.3490864
PAST SALE,July-16-2019,Single Family Residential,6506 18th Ave SW,Seattle,WA,98106,412000,2,1,750,10669,1925,309,549,,http://www.redfin.com/WA/Seattle/6506-18th-Ave-SW-98106/home/161196,47.544553,-122.3568753
PAST SALE,June-18-2019,Single Family Residential,9836 31st Ave SW,Seattle,WA,98126,405000,2,1,740,6720,1942,337,547,,http://www.redfin.com/WA/Seattle/9836-31st-Ave-SW-98126/home/155639,47.5146351,-122.3715833
PAST SALE,May-8-2020,Single Family Residential,1713 NE 86th St,Seattle,WA,98115,540000,2,1,750,5200,1941,12,720,,http://www.redfin.com/WA/Seattle/1713-NE-86th-St-98115/home/107036,47.6910465,-122.3084871
PAST SALE,January-2-2020,Single Family Residential,3221 SW Andover St,Seattle,WA,98126,401000,1,1,610,5200,1927,139,657,,http://www.redfin.com/WA/Seattle/3221-SW-Andover-St-98126/home/159267,47.5680862,-122.3729206
PAST SALE,May-24-2019,Single Family Residential,141 NW 83rd St,Seattle,WA,98117,546000,1,1,640,3840,1916,362,853,,http://www.redfin.com/WA/Seattle/141-NW-83rd-St-98117/home/496677,47.6889346,-122.3597969
PAST SALE,August-30-2019,Single Family Residential,5443 23rd Ave SW,Seattle,WA,98106,411000,2,1,720,5000,1945,264,571,,http://www.redfin.com/WA/Seattle/5443-23rd-Ave-SW-98106/home/161576,47.5524748,-122.3619599
PAST SALE,January-27-2020,Single Family Residential,8609 13th Ave SW,Seattle,WA,98106,420000,2,0.75,580,5016,1942,114,724,,http://www.redfin.com/WA/Seattle/8609-13th-Ave-SW-98106/home/475919,47.5261368,-122.3521139
PAST SALE,July-19-2019,Single Family Residential,310 18th Ave E,Seattle,WA,98112,860000,2,1.75,690,2582,1944,306,1246,,http://www.redfin.com/WA/Seattle/310-18th-Ave-E-98112/home/142943,47.6208777,-122.3084399
PAST SALE,December-30-2019,Single Family Residential,5315 S Hazel St,Seattle,WA,98178,390000,2,1,670,6000,1942,142,582,,http://www.redfin.com/WA/Seattle/5315-S-Hazel-St-98178/home/177847,47.5046142,-122.2668854
PAST SALE,May-24-2019,Single Family Residential,7738 31st Ave SW,Seattle,WA,98126,440000,2,1,730,5520,1942,362,603,,http://www.redfin.com/WA/Seattle/7738-31st-Ave-SW-98126/home/473161,47.5325537,-122.3722678
PAST SALE,May-24-2019,Single Family Residential,3443 NW 54th St,Seattle,WA,98107,425000,1,1,670,3763,1923,362,634,,http://www.redfin.com/WA/Seattle/3443-NW-54th-St-98107/home/498838,47.6678572,-122.40251
PAST SALE,October-31-2019,Single Family Residential,904 N 104th St,Seattle,WA,98133,413000,0,,600,3844,1920,202,688,,http://www.redfin.com/WA/Seattle/904-N-104th-St-98133/home/98485,47.7045187,-122.3470495
PAST SALE,January-6-2020,Single Family Residential,319 N 104th St,Seattle,WA,98133,415000,1,1,580,5287,1922,135,716,,http://www.redfin.com/WA/Seattle/319-N-104th-St-98133/home/98652,47.7042037,-122.354375
PAST SALE,February-14-2020,Single Family Residential,14043 NE 19th Ave,Seattle,WA,98125,465000,1,0.75,700,6818,1942,96,664,,http://www.redfin.com/WA/Seattle/14043-19th-Ave-NE-98125/home/114632,47.7315458,-122.3091902
PAST SALE,August-15-2019,Single Family Residential,3727 SW Thistle St,Seattle,WA,98126,460000,2,1,720,4568,1941,279,639,,http://www.redfin.com/WA/Seattle/3727-SW-Thistle-St-98126/home/470220,47.528197,-122.3804789
PAST SALE,January-8-2020,Single Family Residential,3003 SW Webster St,Seattle,WA,98126,445000,2,1,670,4270,1941,133,664,,http://www.redfin.com/WA/Seattle/3003-SW-Webster-St-98126/home/472615,47.5353741,-122.3714876
PAST SALE,April-30-2020,Single Family Residential,6508 16th Ave SW,Seattle,WA,98106,445000,2,1,750,5000,1946,20,593,,http://www.redfin.com/WA/Seattle/6508-16th-Ave-SW-98106/home/161456,47.5443992,-122.3545505
PAST SALE,January-24-2020,Single Family Residential,720 S Southern St,Seattle,WA,98108,240000,2,1,590,5000,1948,117,407,,http://www.redfin.com/WA/Seattle/720-S-Southern-St-98108/home/477506,47.530028,-122.324474
PAST SALE,June-17-2019,Single Family Residential,2005 S Stevens St,Seattle,WA,98144,450000,1,1,660,5400,1918,338,682,,http://www.redfin.com/WA/Seattle/2005-S-Stevens-St-98144/home/168993,47.5766648,-122.306323
PAST SALE,December-16-2019,Single Family Residential,1720 E Spring St,Seattle,WA,98122,432000,1,1,553,14400,1928,156,781,535,http://www.redfin.com/WA/Seattle/1720-E-Spring-St-98122/unit-1720/home/72495,47.6117329,-122.3092041
PAST SALE,February-3-2020,Single Family Residential,12335 Sand Point Way NE,Seattle,WA,98125,474999,2,1,700,4586,1939,107,679,,http://www.redfin.com/WA/Seattle/12335-Sand-Point-Way-NE-98125/home/111834,47.7182001,-122.2846814
PAST SALE,October-21-2019,Single Family Residential,4557 34th Ave S,Seattle,WA,98118,350000,1,1,500,3000,1948,212,700,,http://www.redfin.com/WA/Seattle/4557-34th-Ave-S-98118/home/172519,47.5611729,-122.2902259
PAST SALE,December-10-2019,Single Family Residential,640 NW 47th St,Seattle,WA,98107,550000,2,1,550,4100,1950,162,1000,,http://www.redfin.com/WA/Seattle/640-NW-47th-St-98107/home/303070,47.6630882,-122.3657613
PAST SALE,March-6-2020,Single Family Residential,4434 Greenwood Ave N,Seattle,WA,98103,436500,0,,660,2500,1900,75,661,,http://www.redfin.com/WA/Seattle/4434-Greenwood-Ave-N-98103/home/301909,47.6611777,-122.3552202
PAST SALE,October-4-2019,Single Family Residential,1108 N 41st,Seattle,WA,98103,440000,1,1,580,1429,1943,229,759,,http://www.redfin.com/WA/Seattle/1108-N-41st-St-98103/home/119335,47.6568187,-122.3441802
PAST SALE,March-6-2020,Single Family Residential,2205 E Roanoke St,Seattle,WA,98112,499000,1,1,560,2800,1947,75,891,,http://www.redfin.com/WA/Seattle/2205-E-Roanoke-St-98112/home/138567,47.6429727,-122.3033746
PAST SALE,January-30-2020,Single Family Residential,3616 NE 110th St,Seattle,WA,98125,470000,2,1,670,7200,1951,111,701,,http://www.redfin.com/WA/Seattle/3616-NE-110th-St-98125/home/111863,47.7085169,-122.288672
PAST SALE,May-31-2019,Single Family Residential,8719 10th Ave S,Seattle,WA,98108,346300,2,1,680,4410,1951,355,509,,http://www.redfin.com/WA/Seattle/8719-10th-Ave-S-98108/home/477531,47.5251288,-122.3205113
PAST SALE,August-9-2019,Single Family Residential,746 S Chicago St,Seattle,WA,98108,240000,2,1,720,5000,1940,285,333,,http://www.redfin.com/WA/Seattle/746-S-Chicago-St-98108/home/477444,47.5328354,-122.3233979
PAST SALE,December-6-2019,Single Family Residential,8849 4th Ave S,Seattle,WA,98108,310000,2,1,700,4600,1942,166,443,,http://www.redfin.com/WA/Seattle/8849-4th-Ave-S-98108/home/477547,47.5231695,-122.3298972
PAST SALE,November-25-2019,Single Family Residential,259 NE 43rd St,Seattle,WA,98105,545000,1,1,553,1920,1916,177,986,,http://www.redfin.com/WA/Seattle/259-NE-43rd-St-98105/home/118387,47.6588111,-122.325723
PAST SALE,December-18-2019,Single Family Residential,3050 S Austin St,Seattle,WA,98108,333900,2,1,690,6490,1943,154,484,,http://www.redfin.com/WA/Seattle/3050-S-Austin-St-98108/home/481955,47.5346136,-122.2911758
PAST SALE,June-12-2019,Single Family Residential,146 W Florentia St,Seattle,WA,98119,499950,2,1,750,1155,1952,343,667,,http://www.redfin.com/WA/Seattle/146-W-Florentia-St-98119/home/55536809,47.6470769,-122.3600425
PAST SALE,February-7-2020,Single Family Residential,5503 52nd Ave S,Seattle,WA,98118,410000,2,1,720,3750,1954,103,569,,http://www.redfin.com/WA/Seattle/5503-52nd-Ave-S-98118/home/492313,47.5522474,-122.2675356
PAST SALE,September-18-2019,Single Family Residential,4314 13th Ave S,Seattle,WA,98108,435000,2,1,730,4800,1942,245,596,,http://www.redfin.com/WA/Seattle/4314-13th-Ave-S-98108/home/170312,47.5648404,-122.315722
PAST SALE,February-28-2020,Single Family Residential,906 NW 62nd St,Seattle,WA,98107,637000,2,1,670,3000,1905,82,951,,http://www.redfin.com/WA/Seattle/906-NW-62nd-St-98107/home/493337,47.6739995,-122.369109
PAST SALE,September-6-2019,Single Family Residential,1506 45th Ave SW,Seattle,WA,98116,610000,2,1,750,3233,1906,257,813,,http://www.redfin.com/WA/Seattle/1506-45th-Ave-SW-98116/home/149989,47.5903547,-122.3885059
PAST SALE,August-30-2019,Single Family Residential,4702 SW Hudson,Seattle,WA,98116,550000,2,1,700,5120,1943,264,786,,http://www.redfin.com/WA/Seattle/4702-SW-Hudson-St-98116/home/153886,47.5577153,-122.3925083
PAST SALE,October-7-2019,Single Family Residential,9435 SW 21st Ave SW,Seattle,WA,98106,360000,2,1,670,4000,1941,226,537,,http://www.redfin.com/WA/Seattle/9435-21st-Ave-SW-98106/home/473041,47.5181685,-122.3607881
PAST SALE,January-28-2020,Single Family Residential,1311 W Newton St,Seattle,WA,98119,970000,1,1,540,4200,1909,113,1796,,http://www.redfin.com/WA/Seattle/1311-W-Newton-St-98119/home/133780,47.6365836,-122.3744953
PAST SALE,June-24-2019,Single Family Residential,6040 41st Ave SW,Seattle,WA,98136,620000,2,1,710,6250,1943,331,873,,http://www.redfin.com/WA/Seattle/6040-41st-Ave-SW-98136/home/470600,47.5472081,-122.3841281
PAST SALE,November-7-2019,Single Family Residential,9242 15th Ave Ave SW,Seattle,WA,98106,425000,2,1,750,4440,1943,195,567,,http://www.redfin.com/WA/Seattle/9242-15th-Ave-SW-98106/home/476354,47.5197664,-122.3537578
PAST SALE,March-2-2020,Single Family Residential,1910 NE 120TH St,Seattle,WA,98125,555000,1,0.75,700,7200,1947,79,793,,http://www.redfin.com/WA/Seattle/1910-NE-120th-St-98125/home/116890,47.7159213,-122.3081399
PAST SALE,April-30-2020,Single Family Residential,7755 Earl Ave NW,Seattle,WA,98117,345000,0,,360,1804,1969,20,958,,http://www.redfin.com/WA/Seattle/7755-Earl-Ave-NW-98117/home/18657249,47.6865268,-122.39239
